Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
2+3;m;"[12;12]";i16;+1;+2c;;"* Heat Burst
* Cancel to r45 with b,b on frame 42
* 2 chip damage on block
* 12 chip damage on hit
* Only deals recoverable damage
* Cannot cause a K.O.
* Power crush 7~16";hb pc7~16;;Heat Burst;r30;;;Panda-2+3;panda
H.uf+3+4;m;21 (8);i16~17;+12g;+7a;;"* Alternate input: H.ROL.uf+3+4
* Uses 240F of remaining heat time
* Transition to SIT (cannot cancel)
* Low crush 9?";js9?;SIT,SIT;Panda Shooting Star;SIT;;;Panda-H.uf+3+4;panda
H.2+3;m;50;i15~16;+9;-3d;;"* Heat Smash
* Floor Break
* Balcony Break
* Alternate input: H.HBS.2+3
* Transition to +8 ROL with F on block only
* Transition to +13g HBS with D or 3+4 on block only
* 9 chip damage on block
* Floor breaks if 1st hit connects, or if 2nd hit connects on airborne opponent
* Balcony breaks if only 2nd hit connects on standing opponent
* Low crush";hs fbr bbr js;ROL,HBS;Panda Super Attack;;;;Panda-H.2+3;panda
R.df+1+2;m,t;55+;i20;-18;+0d;;"* Rage Art
* Removes Recoverable Health
* Reversal Break
* Damage increases with lower health, maximum 82
* Freezes match timer on activation and on hit
* Restores recoverable health on hit
* Transition to attack throw on hit
* Consumes Rage
* Power crush 8~";ra rbr pc8~;;Close Call! Panda Storming Flower;r39;;;Panda-R.df+1+2;panda
1;h;5;i10;+1;+8;;Recovers 2f faster on hit or block (t27 r17);;;Jab;r19;;File:t8-p2-panda-1,1,1.mp4;Panda-1;panda
1,1;h, m;5, 8;i10, i22~23;-15;-4c;;"* Combo from 1st hit CH with 2F delay
* Move can be delayed by 3F";;;;;;File:t8-p2-panda-1,1,1.mp4;Panda-1,1;panda
1,1,1;h, m, m;5, 8, 14;i10, ,i22~23;-16;+69a (+23);;"* Tornado
* Combo from 2nd hit
* Combo from 1st CH";trn;;G-Clef Cannon;;;File:t8-p2-panda-1,1,1.mp4;Panda-1,1,1;panda
1,2;h, h;5, 25;i10, i22~24;-5;+11 (+2);;"* Balcony Break
* Jail from 1st hit
* Combo from 1st CH with 3F delay
* 10 chip damage on block";bbr;;Angry Lumberjack;;;File:t8-p2-panda-1,2.mp4;Panda-1,2;panda
1+3+4;sp;;;;;;;;;You're Welcome;;;File:t8-p2-panda-1+3+4.mp4;Panda-1+3+4;panda
2;h;10;i10;-1;+6;;;;;;;;File:t8-p2-panda-2,1,2.mp4;Panda-2;panda
