Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
2+3;m;"[12;12]";i16;+1;+2c;;"* Heat Burst
* Cancel to r45 with b,b on frame 42
* 2 chip damage on block
* 12 chip damage on hit
* Only deals recoverable damage
* Cannot cause a K.O.
* Power crush 7~16";hb pc7~16;;Heat Burst;r30;;;Azucena-2+3;azucena
H.LIB.1,2,F;;;;+4;+26a;;"* Strong Aerial Tailspin
* Consumes 210F of remaining Heat time
* 70% scaling on combo
* Chip damage on block
* Floating state 15~33";chp fs15~33;LIB;Blend Tempestad > Nuevo Libertador;r38 LIB;;;Azucena-H.LIB.1,2,F;azucena
H.LIB.P (High);m;25;i17~18;-8;+32a;;"* Restores 5 recoverable health on successful parry
* Opponent recovers FUFA
* is1~17";is1~17;;Puño de Fuego Evitacion;r35;;File:t8-p2-azucena-h.lib.p-high.mp4;Azucena-H.LIB.P (High);azucena
H.LIB.P (Low);m;20;i16~18;-9;+58a (+42);;"* Tornado
* Restores 5 recoverable health on successful parry
* is1
* Floating state 2~48";trn is1 fs2~48;;One Drip Cielo Evitacion;r44;;File:t8-p2-azucena-h.lib.p-low.mp4;Azucena-H.LIB.P (Low);azucena
H.LIB.d+3+4;M;27;i16~18;+4~+6;+22a;;"* Tornado
* Consumes 210F of remaining Heat time
* Transition to FC with D
* Floating state 2~48";trn fs2~48;FC;One Drip Cielo;r44;;;Azucena-H.LIB.d+3+4;azucena
H.b+1,1,2,F;;;;+4;+26a;;"* Strong Aerial Tailspin
* Consumes 210F of remaining Heat time
* 70% scaling on combo
* Chip damage on block
* Floating state 15~33";chp fs15~33;LIB;Double Blend Tempestad > Nuevo Libertador;r38 LIB;;;Azucena-H.b+1,1,2,F;azucena
H.b+2,F;;;;+4;+26a;;"* Strong Aerial Tailspin
* Homing
* 70% scaling on combo
* Consumes 210f of remaining Heat time
* 7 Chip damage on block
* Low crush 15~30
* Floating state 31~33";hom js15~30 fs31~33;LIB;Mil Nudillo > Nuevo Libertador;r38 LIB;;;Azucena-H.b+2,F;azucena
H.f+3+4;;;;;;;"* Parries all high or low attacks
* Consumes 120F of remaining Heat time
* Cancel to r20 with DB
* High crush 4~20
* Parry state 17~";cs4~20 ps17~;LIB;Libertador Revolución;r24 LIB;;;Azucena-H.f+3+4;azucena
H.2+3;m,m,t;15,9,29;i15~16;+6;+0a;;"* Heat Smash
* Reversal Break
* Balcony Break
* 7 chip damage on block
* Transition to attack throw on hit
* Enter LIB +6 automatically on block/whiff
* +15a if only the last hit connects
* +30a (+20) if only the last two hits connect
* 2nd hit damage 9 > 15 if 1st hit whiffs
* 3rd hit damage 29 > 30 if 1st hit whiffs
* Hit level becomes m,h,m on block/whiff
* Spike on the last hit if the first two whiff
* Low crush 18~57
* Floating state 58~60";hs rbr bbr js18~57 fs58~60;LIB;Azucena Speciality;r81;;File:t8-p2-azucena-h.2+3.mp4;Azucena-H.2+3;azucena
H.2+3+4;h!;0;i45;;+35a;;;;;Coffee Break;r51;;File:t8-p2-azucena-h.2+3+4.mp4;Azucena-H.2+3+4;azucena
